,INSTITUICAO_ENSINO_ALUNO,IDADE_ALUNO,ANOS_PM,PONTO_VIRADA,INDE,INDE_CONCEITO,PEDRA,DESTAQUE_IEG,DESTAQUE_IDA,DESTAQUE_IPV,IAA,IEG,IPS,IDA,IPP,IPV,IAN,NOME,ANO,FASE,TURMA,REC_EQUIPE_4,CF,REC_AVA_3,CG,REC_AVA_1,REC_EQUIPE_2,BOLSISTA,REC_AVA_2,NIVEL_IDEAL,ANO_INGRESSO,REC_EQUIPE_1,REC_EQUIPE_3,REC_AVA_4,QTD_AVAL,DEFASAGEM,SINALIZADOR_INGRESSANTE,INDICADO_BOLSA,CT,NOTA_PORT,NOTA_MAT,NOTA_ING
3703,,,,,,,,,,,,,,,,,,ALUNO-1006,2022,,,,,,,,,,,,,,,,,,,,,,,
3704,,,,,,,,,,,,,,,,,,ALUNO-1007,2022,,,,,,,,,,,,,,,,,,,,,,,
3705,,,,Não,7.259040128205128,,Ametista,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,10.00002,6.641025641025641,6.25,6.299999999999999,5.625,7.416665,10.0,ALUNO-1008,2022,0.0,R,,120.0,,410.0,Mantido na Fase atual,,Não,Mantido na Fase atual,ALFA  (2º e 3º ano),2022.0,,,,2.0,,,Não,7.0,5.466666666666666,7.133333333333333,
3706,,,,Não,7.440048629629629,,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,9.814814814814817,2.5,8.083333333333332,5.9375,8.083335,5.0,ALUNO-1009,2022,0.0,E,,99.0,,339.0,Promovido de Fase,,Não,Promovido de Fase,Fase 1 (4º ano),2021.0,,,,2.0,,,Não,3.0,8.0,8.166666666666666,
3707,,,,Não,7.262763158594493,,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.500020000000001,8.292972459639126,7.5,4.5,6.041666666666667,7.5,10.0,ALUNO-1010,2022,2.0,B,,60.0,Mantido na Fase atual,409.0,Mantido na Fase atual,,Não,Promovido de Fase,Fase 2 (5º e 6º ano),2019.0,,,,3.0,,,Não,6.0,2.333333333333333,6.666666666666667,
3708,,,,Não,7.790571508771929,,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.00002,9.473684210526317,7.5,7.833333333333333,5.625,7.58333,5.0,ALUNO-1011,2022,0.0,U,,53.0,,204.0,Mantido na Fase atual,,Não,Mantido na Fase atual,Fase 1 (4º ano),2022.0,,,,2.0,,,Não,4.0,8.166666666666666,7.5,
3709,,,,,,,,,,,,,,,,,,ALUNO-1012,2022,,,,,,,,,,,,,,,,,,,,,,,
3710,,,,,,,,,,,,,,,,,,ALUNO-1013,2022,,,,,,,,,,,,,,,,,,,,,,,
3711,,,,Não,7.303241851851853,,Ametista,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.416679999999999,7.425925925925926,7.5,8.833333333333332,6.041666666666667,7.277776666666666,5.0,ALUNO-1014,2022,1.0,M,,102.0,Promovido de Fase,391.0,Promovido de Fase,,Não,Mantido na Fase atual,Fase 3 (7º e 8º ano),2019.0,,,,3.0,,,Não,8.0,9.166666666666666,8.5,
3712,,,,Sim,8.67342461904762,,Topázio,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.16668,8.928571428571427,9.375,7.266666666666667,7.96875,8.91667,10.0,ALUNO-1015,2022,4.0,P,,1.0,Promovido de Fase,18.0,Promovido de Fase + Bolsa,,Sim,Mantido na Fase atual,Fase 4 (9º ano),2018.0,,,Promovido de Fase + Bolsa,4.0,,,Não,1.0,6.0,7.666666666666667,8.133333333333333
3713,,,,,,,,,,,,,,,,,,ALUNO-1016,2022,,,,,,,,,,,,,,,,,,,,,,,
3714,,,,Não,7.95721614036921,,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.91667,9.05864681295716,5.625,6.888888888888888,7.96875,8.083335,10.0,ALUNO-1017,2022,4.0,L,,14.0,Promovido de Fase,153.0,Promovido de Fase + Bolsa,,Sim,Mantido na Fase atual,Fase 2 (5º e 6º ano),2018.0,,,Promovido de Fase + Bolsa,4.0,,,Não,4.0,5.333333333333333,6.833333333333333,8.5
3715,,,,,,,,,,,,,,,,,,ALUNO-1018,2022,,,,,,,,,,,,,,,,,,,,,,,
3716,,,,,,,,,,,,,,,,,,ALUNO-1019,2022,,,,,,,,,,,,,,,,,,,,,,,
3717,,,,,,,,,,,,,,,,,,ALUNO-1020,2022,,,,,,,,,,,,,,,,,,,,,,,
3718,,,,,,,,,,,,,,,,,,ALUNO-1021,2022,,,,,,,,,,,,,,,,,,,,,,,
3719,,,,Não,7.52518315942029,,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.000020000000001,9.605072463768115,7.5,7.583333333333334,6.041666666666667,7.166666666666666,5.0,ALUNO-1022,2022,1.0,J,,78.0,Mantido na Fase atual,299.0,Mantido na Fase atual,,Não,Mantido na Fase atual,Fase 2 (5º e 6º ano),2020.0,,,,3.0,,,Não,5.0,6.333333333333333,8.833333333333334,
3720,,,,Não,6.832373461538461,,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,7.26602564102564,7.5,5.416666666666666,5.625,7.916665,5.0,ALUNO-1023,2022,0.0,G,,155.0,,545.0,Promovido de Fase,,Não,Promovido de Fase,Fase 2 (5º e 6º ano),2021.0,,,,2.0,,,Não,7.0,5.0,5.833333333333333,
3721,,,,,,,,,,,,,,,,,,ALUNO-1024,2022,,,,,,,,,,,,,,,,,,,,,,,
3722,,,,Não,8.09268585185185,,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.000020000000001,8.925925925925926,6.25,9.183333333333334,5.625,7.41666,10.0,ALUNO-1025,2022,0.0,G,,33.0,,118.0,Mantido na Fase atual,,Não,Mantido na Fase atual,ALFA  (2º e 3º ano),2022.0,,,,2.0,,,Não,1.0,9.166666666666666,9.2,
3723,,,,Não,5.66899900252303,,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.75001,4.317217234837372,7.5,2.777777777777778,7.5,6.874995,5.0,ALUNO-1026,2022,3.0,B,,113.0,Promovido de Fase,766.0,Promovido de Fase,,Não,Promovido de Fase,Fase 4 (9º ano),2021.0,,,Promovido de Fase,4.0,,,Não,10.0,2.333333333333333,3.5,2.5
3724,,,,,,,,,,,,,,,,,,ALUNO-1027,2022,,,,,,,,,,,,,,,,,,,,,,,
3725,,,,Não,6.943054722222223,,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,6.666666666666668,4.375,7.444444444444444,7.5,5.7083275,10.0,ALUNO-1028,2022,3.0,B,,64.0,Promovido de Fase,509.0,Mantido na Fase atual,,Não,Mantido na Fase atual,Fase 3 (7º e 8º ano),2019.0,,,Promovido de Fase,4.0,,,Não,8.0,5.333333333333333,8.5,8.5
3726,,,,Não,7.928183035966957,,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.75001,8.915214902057008,7.5,5.777777777777778,7.8125,7.9166675,10.0,ALUNO-1029,2022,3.0,A,,25.0,Promovido de Fase,161.0,Promovido de Fase + Bolsa,,Sim,Promovido de Fase,Fase 3 (7º e 8º ano),2019.0,,,Promovido de Fase + Bolsa,4.0,,,Não,6.0,5.333333333333333,7.166666666666667,4.833333333333333
3727,,,,Não,6.874622323232323,,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,8.282828282828284,7.5,5.75,6.458333333333334,6.611106666666666,5.0,ALUNO-1030,2022,2.0,M,,82.0,Mantido na Fase atual,531.0,Mantido na Fase atual,,Não,Mantido na Fase atual,Fase 3 (7º e 8º ano),2022.0,,,,3.0,,,Não,6.0,6.0,5.5,
3728,,,,Não,7.950002,,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.500020000000001,10.0,7.5,8.833333333333332,5.833333333333334,7.5,5.0,ALUNO-1031,2022,1.0,B,,38.0,Promovido de Fase,155.0,Promovido de Fase,,Não,Promovido de Fase,Fase 2 (5º e 6º ano),2020.0,,,,3.0,,,Não,5.0,8.666666666666666,9.0,
3729,,,,,,,,,,,,,,,,,,ALUNO-1032,2022,,,,,,,,,,,,,,,,,,,,,,,
3730,,,,Não,8.243991565656566,,Topázio,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.50002,7.328282828282827,8.125,9.1,5.625,8.166665,10.0,ALUNO-1033,2022,0.0,H,,20.0,,74.0,Promovido de Fase,,Não,Mantido na Fase atual,ALFA  (2º e 3º ano),2022.0,,,,2.0,,,Não,1.0,9.333333333333334,8.866666666666667,
3731,,,,Não,7.495580529657477,,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,9.490392648287385,7.5,6.633333333333333,6.041666666666667,7.333333333333333,5.0,ALUNO-1034,2022,2.0,K,,47.0,Promovido de Fase,314.0,Mantido na Fase atual,,Não,Promovido de Fase,Fase 3 (7º e 8º ano),2019.0,,,,3.0,,,Não,3.0,5.433333333333334,7.833333333333333,
3732,,,,,,,,,,,,,,,,,,ALUNO-1035,2022,,,,,,,,,,,,,,,,,,,,,,,
3733,,,,,,,,,,,,,,,,,,ALUNO-1036,2022,,,,,,,,,,,,,,,,,,,,,,,
3734,,,,Não,8.121970030303032,,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.33334,8.151515151515152,6.875,8.0,8.125,7.791665,10.0,ALUNO-1037,2022,3.0,L,,18.0,Promovido de Fase,107.0,Promovido de Fase + Bolsa,,Não,Mantido na Fase atual,Fase 3 (7º e 8º ano),2022.0,,,Promovido de Fase,4.0,,,Sim,1.0,8.0,7.5,8.5
3735,,,,Não,7.532558522875818,,Ametista,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.16668,7.44750816993464,7.5,5.777777777777779,6.458333333333334,7.875,10.0,ALUNO-1038,2022,5.0,B,,20.0,Promovido de Fase + Bolsa,298.0,Mantido na Fase atual,,Não,Mantido na Fase atual,Fase 5 (1º EM),2021.0,,,,3.0,,,Sim,8.0,1.666666666666667,6.333333333333333,9.333333333333334
3736,,,,Não,7.625232814814815,,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.50002,9.074074074074074,7.5,7.0,5.9375,8.08333,5.0,ALUNO-1039,2022,0.0,B,,74.0,,262.0,Mantido na Fase atual,,Não,Mantido na Fase atual,Fase 2 (5º e 6º ano),2022.0,,,,2.0,,,Não,3.0,7.0,7.0,
3737,,,,Não,7.267797248934356,,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.58335,8.422314578005116,7.5,6.166666666666667,7.5,6.95833,5.0,ALUNO-1040,2022,3.0,C,,49.0,Promovido de Fase,407.0,Promovido de Fase,,Não,Mantido na Fase atual,Fase 4 (9º ano),2022.0,,,Mantido na Fase atual,4.0,,,Não,2.0,4.833333333333333,5.833333333333333,7.833333333333333
3738,,,,,,,,,,,,,,,,,,ALUNO-1041,2022,,,,,,,,,,,,,,,,,,,,,,,
3739,,,,Não,6.891666833333334,,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.58335,8.5,7.5,5.166666666666667,7.5,5.9999925,5.0,ALUNO-1042,2022,3.0,D,,68.0,Mantido na Fase atual,528.0,Mantido na Fase atual,,Não,Mantido na Fase atual,Fase 4 (9º ano),2022.0,,,Mantido na Fase atual,4.0,,,Não,5.0,7.0,3.5,5.0
3740,,,,,,,,,,,,,,,,,,ALUNO-1043,2022,,,,,,,,,,,,,,,,,,,,,,,
3741,,,,Não,7.282095689594356,,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.000020000000001,8.447971781305114,7.5,7.316666666666666,5.625,7.58333,5.0,ALUNO-1044,2022,0.0,F,,117.0,,400.0,Promovido de Fase,,Não,Mantido na Fase atual,Fase 1 (4º ano),2021.0,,,,2.0,,,Não,6.0,7.066666666666666,7.566666666666666,
3742,,,,Não,7.902183873015874,,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,9.365079365079364,7.5,7.416666666666666,4.791666666666667,6.833329999999999,10.0,ALUNO-1045,2022,2.0,A,,25.0,Mantido na Fase atual,168.0,Mantido na Fase atual,,Não,Mantido na Fase atual,Fase 2 (5º e 6º ano),2022.0,,,,3.0,,,Não,4.0,5.833333333333333,9.0,
3743,,,,,,,,,,,,,,,,,,ALUNO-1046,2022,,,,,,,,,,,,,,,,,,,,,,,
3744,,,,,,,,,,,,,,,,,,ALUNO-1047,2022,,,,,,,,,,,,,,,,,,,,,,,
3745,,,,Não,7.038889111111112,,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.000020000000001,9.72222222222222,7.5,4.75,4.166666666666666,5.88888,10.0,ALUNO-1048,2022,1.0,C,,123.0,Mantido na Fase atual,476.0,Mantido na Fase atual,,Não,Promovido de Fase,Fase 1 (4º ano),2022.0,,,,3.0,,,Não,8.0,2.0,7.5,
3746,,,,Não,7.107453276895944,,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,8.88447971781305,7.5,6.25,6.25,6.777776666666665,5.0,ALUNO-1049,2022,1.0,M,,115.0,Promovido de Fase,453.0,Mantido na Fase atual,,Não,Mantido na Fase atual,Fase 2 (5º e 6º ano),2021.0,,,,3.0,,,Não,10.0,4.5,8.0,
3747,,,,Não,7.785693147804151,,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.00002,8.865955739020755,7.5,8.25,5.625,7.75,5.0,ALUNO-1050,2022,0.0,N,,54.0,,205.0,Mantido na Fase atual,,Não,Mantido na Fase atual,Fase 1 (4º ano),2021.0,,,,2.0,,,Não,1.0,8.0,8.5,
3748,,,,Não,6.762500166666667,,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.75001,7.1875,5.625,5.833333333333333,8.125,7.0416625,5.0,ALUNO-1051,2022,3.0,G,,74.0,Promovido de Fase,566.0,Promovido de Fase + Bolsa,,Não,Mantido na Fase atual,Fase 4 (9º ano),2019.0,,,Mantido na Fase atual,4.0,,,Sim,6.0,6.166666666666667,5.833333333333333,5.5
3749,,,,Não,8.11186499332851,,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.50002,7.955148299975887,6.875,8.416666666666666,6.666666666666666,7.666666666666667,10.0,ALUNO-1052,2022,2.0,F,,16.0,Mantido na Fase atual,111.0,Mantido na Fase atual,,Não,Promovido de Fase,Fase 2 (5º e 6º ano),2022.0,,,,3.0,,,Não,2.0,7.833333333333333,9.0,
3750,,,,Não,7.891450716450215,,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.75001,9.415584415584416,7.5,9.25,5.833333333333334,7.2499975,5.0,ALUNO-1053,2022,5.0,B,,11.0,Mantido na Fase atual,173.0,Promovido de Fase,,Não,Promovido de Fase + Bolsa,Fase 7 (3º EM),2022.0,,,,3.0,,,Sim,4.0,8.5,10.0,
3751,,,,Não,7.776390666666667,,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,9.333333333333332,7.5,6.5,6.041666666666667,6.777776666666666,10.0,ALUNO-1054,2022,1.0,P,,53.0,Mantido na Fase atual,210.0,Mantido na Fase atual,,Não,Promovido de Fase,Fase 1 (4º ano),2022.0,,,,3.0,,,Não,2.0,4.5,8.5,
3752,,,,Não,7.456542276334777,,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.66666,8.603896103896105,5.625,6.277777777777778,7.34375,7.5833325,10.0,ALUNO-1055,2022,4.0,F,,27.0,Mantido na Fase atual,332.0,Promovido de Fase,,Não,Mantido na Fase atual,Fase 4 (9º ano),2021.0,,,Promovido de Fase,4.0,,,Não,5.0,6.0,6.833333333333333,6.0
3753,,,,,,,,,,,,,,,,,,ALUNO-1056,2022,,,,,,,,,,,,,,,,,,,,,,,
3754,,,,Não,6.427354572463768,,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.33334,6.845108695652174,7.5,5.166666666666667,7.5,5.9583275,5.0,ALUNO-1057,2022,3.0,M,,85.0,Promovido de Fase,656.0,Promovido de Fase,,Não,Mantido na Fase atual,Fase 4 (9º ano),2021.0,,,Promovido de Fase,4.0,,,Não,6.0,4.666666666666667,5.833333333333333,5.0
3755,,,,Não,7.763511656565657,,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.000020000000001,8.69949494949495,7.5,7.25,6.458333333333334,6.888886666666666,10.0,ALUNO-1058,2022,2.0,M,,33.0,Mantido na Fase atual,213.0,Mantido na Fase atual,,Não,Mantido na Fase atual,Fase 2 (5º e 6º ano),2022.0,,,,3.0,,,Não,1.0,6.5,8.0,
3756,,,,Não,4.837498500000001,,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,3.666666666666667,7.5,1.833333333333333,6.875,6.2916575,2.5,ALUNO-1059,2022,3.0,L,,134.0,Mantido na Fase atual,833.0,Mantido na Fase atual,,Não,Mantido na Fase atual,Fase 6 (2º EM),2022.0,,,Promovido de Fase,4.0,,,Não,9.0,0.0,5.0,0.5
3757,,,,Não,7.208765730639731,,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.58335,8.653198653198654,7.5,3.5,7.03125,6.83333,10.0,ALUNO-1060,2022,3.0,C,,51.0,Mantido na Fase atual,425.0,Mantido na Fase atual,,Não,Mantido na Fase atual,Fase 3 (7º e 8º ano),2022.0,,,Mantido na Fase atual,4.0,,,Não,3.0,5.0,2.0,
3758,,,,,,,,,,,,,,,,,,ALUNO-1061,2022,,,,,,,,,,,,,,,,,,,,,,,
3759,,,,Não,6.243027512820514,,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.66666,7.251602564102564,5.0,4.25,6.09375,5.83333,10.0,ALUNO-1062,2022,5.0,K,,43.0,Promovido de Fase,697.0,Promovido de Fase,,Não,Mantido na Fase atual,Fase 5 (1º EM),2022.0,,,Mantido na Fase atual,4.0,,,Não,10.0,5.0,3.5,
3760,,,,Não,5.552244923076923,,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,4.573717948717949,7.5,4.166666666666667,4.375,6.08333,5.0,ALUNO-1063,2022,0.0,G,,185.0,,783.0,Mantido na Fase atual,,Não,Mantido na Fase atual,Fase 2 (5º e 6º ano),2021.0,,,,2.0,,,Não,13.0,5.0,3.333333333333333,
3761,,,,,,,,,,,,,,,,,,ALUNO-1064,2022,,,,,,,,,,,,,,,,,,,,,,,
3762,,,,Não,7.510987800569801,,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.50002,9.002849002849004,7.5,7.0,5.9375,7.58333,5.0,ALUNO-1065,2022,0.0,L,,87.0,,304.0,Mantido na Fase atual,,Não,Mantido na Fase atual,Fase 2 (5º e 6º ano),2021.0,,,,2.0,,,Não,8.0,7.333333333333333,6.666666666666667,
3763,,,,Não,7.21482645698363,,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.66666,8.489420062695924,7.5,5.522222222222222,6.875,6.54166,10.0,ALUNO-1066,2022,4.0,L,,34.0,Promovido de Fase,423.0,Mantido na Fase atual,,Não,Mantido na Fase atual,Fase 4 (9º ano),2021.0,,,Promovido de Fase,4.0,,,Não,8.0,4.666666666666667,5.5,6.4
3764,,,,Não,7.682753058681186,,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,8.892921960072595,7.5,4.916666666666667,6.041666666666667,8.333333333333334,10.0,ALUNO-1067,2022,2.0,J,,39.0,Promovido de Fase,239.0,Promovido de Fase,,Não,Mantido na Fase atual,Fase 2 (5º e 6º ano),2018.0,,,,3.0,,,Não,2.0,4.166666666666667,5.666666666666667,
3765,,,,Não,4.289168444444445,,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.33334,3.333333333333333,6.875,1.022222222222222,3.75,5.111116666666667,5.0,ALUNO-1068,2022,7.0,A,,22.0,Mantido na Fase atual,848.0,Mantido na Fase atual,,Não,Mantido na Fase atual,Fase 8 (Universitários),2021.0,,,Alocado em Fase anterior,4.0,,,Não,14.0,1.666666666666667,1.4,0.0
3766,,,,Não,6.864088634920636,,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,6.174603174603175,5.0,8.0,5.625,7.83333,5.0,ALUNO-1069,2022,0.0,C,,152.0,,533.0,Mantido na Fase atual,,Não,Mantido na Fase atual,Fase 1 (4º ano),2022.0,,,,2.0,,,Não,2.0,8.0,8.0,
3767,,,,Não,5.949454421052632,,Quartzo,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,8.070175438596491,5.0,4.416666666666667,4.6875,5.16667,5.0,ALUNO-1070,2022,1.0,G,,174.0,,732.0,Mantido na Fase atual,,Não,Promovido de Fase,Fase 3 (7º e 8º ano),2019.0,,,,2.0,,,Não,11.0,1.833333333333333,7.0,
3768,,,,Não,5.750265883597884,,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,5.417989417989419,5.625,3.583333333333333,6.041666666666667,6.666663333333332,5.0,ALUNO-1071,2022,2.0,B,,139.0,Mantido na Fase atual,754.0,Mantido na Fase atual,,Não,Promovido de Fase,Fase 3 (7º e 8º ano),2021.0,,,,3.0,,,Não,12.0,1.333333333333333,5.833333333333333,
3769,,,,Não,5.371978339181286,,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.58335,3.81578947368421,7.5,4.122222222222223,6.09375,4.83333,5.0,ALUNO-1072,2022,3.0,B,,120.0,Promovido de Fase,797.0,Promovido de Fase,,Não,Promovido de Fase,Fase 4 (9º ano),2020.0,,,Alocado em Fase anterior,4.0,,,Não,12.0,5.666666666666667,1.666666666666667,5.033333333333333
3770,,,,Não,5.334539516483517,,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,6.249084249084249,7.5,4.0,6.458333333333334,6.944446666666666,5.0,ALUNO-1073,2022,1.0,D,,183.0,Mantido na Fase atual,798.0,Mantido na Fase atual,,Não,Mantido na Fase atual,Fase 2 (5º e 6º ano),2021.0,,,,3.0,,,Não,13.0,5.333333333333333,2.666666666666667,
3771,,,,Não,6.581946666666667,,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.000020000000001,6.25,7.5,5.833333333333333,6.041666666666667,7.555556666666667,5.0,ALUNO-1074,2022,1.0,C,,154.0,Mantido na Fase atual,631.0,Mantido na Fase atual,,Não,Promovido de Fase,Fase 3 (7º e 8º ano),2022.0,,,,3.0,,,Não,9.0,8.5,3.166666666666667,
3772,,,,Sim,7.566015304972806,,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.5,9.580419580419582,5.625,6.744444444444444,7.96875,8.458337499999999,5.0,ALUNO-1075,2022,5.0,K,,18.0,Promovido de Fase + Bolsa,286.0,Promovido de Fase + Bolsa,,Sim,Mantido na Fase atual,Fase 6 (2º EM),2016.0,,,Mantido na Fase + Bolsa,4.0,,,Não,3.0,6.166666666666667,7.166666666666667,6.9
